taxon_long,genus,species_short,n_crc,n_control,prevalence_crc,prevalence_control,median_abundance_crc_percent,median_abundance_control_percent,median_diff_crc_minus_control_percent,coef_crc_clr_adjusted,se_hc3,pvalue,qvalue_bh,direction_adjusted
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,Eubacterium,Eubacterium hallii,701,694,0.7788873038516405,0.8097982708933718,0.1062,0.12623,-0.02003,-0.4830949370175539,0.1651597220380347,0.0034443779269699,0.0138234367469061,control_higher
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110,Firmicutes_unclassified,Firmicutes bacterium CAG 110,701,694,0.2938659058487874,0.3414985590778098,0.0,0.0,0.0,-0.5825844891064867,0.2013548985070895,0.0038119069762219,0.0150971578926686,control_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520,Prevotella,Prevotella sp CAG 520,701,694,0.1169757489300998,0.0619596541786743,0.0,0.0,0.0,0.4645887979279156,0.1616767741479851,0.0040586692769907,0.015865707173691,CRC_higher
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_timonensis,Massiliomicrobiota,Massiliomicrobiota timonensis,701,694,0.0855920114122681,0.1109510086455331,0.0,0.0,0.0,-0.2916205645202503,0.102347838491366,0.004381437539713,0.0169078551212005,control_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,Alistipes,Alistipes shahii,701,694,0.6790299572039943,0.6066282420749279,0.03901,0.01554,0.02347,0.5561983735030418,0.1960554884690098,0.0045547649607929,0.0173542310531477,CRC_higher
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis,Streptococcus,Streptococcus australis,701,694,0.2667617689015691,0.2997118155619596,0.0,0.0,0.0,-0.4117414388841906,0.14861970123909,0.0055981221648707,0.0210112553227871,control_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,Parabacteroides,Parabacteroides distasonis,701,694,0.8758915834522111,0.8198847262247838,0.92606,0.5961799999999999,0.32988,0.5343912388985959,0.1931169807850888,0.0056541916317134,0.0210112553227871,CRC_higher
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_parvirubra,Sutterella,Sutterella parvirubra,701,694,0.2924393723252496,0.207492795389049,0.0,0.0,0.0,0.432047999487606,0.1578997849872584,0.0062150118566,0.0228136410833732,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274,Eubacterium,Eubacterium sp CAG 274,701,694,0.2425106990014265,0.2694524495677233,0.0,0.0,0.0,-0.5379134088971602,0.197194426819011,0.0063751929202599,0.0231196755300993,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum,Butyricicoccus,Butyricicoccus pullicaecorum,701,694,0.0456490727532097,0.0576368876080691,0.0,0.0,0.0,-0.2829877279439234,0.1039622187966167,0.006488329177465,0.0232498462192497,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,Coprococcus,Coprococcus eutactus,701,694,0.2154065620542082,0.2521613832853026,0.0,0.0,0.0,-0.5673237729006548,0.2110381038327971,0.0071826996406151,0.0254258527996189,control_higher
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_sp_CAG_266,Phascolarctobacterium,Phascolarctobacterium sp CAG 266,701,694,0.0841654778887303,0.1037463976945245,0.0,0.0,0.0,-0.405307936272664,0.1509825805524221,0.0072645293713196,0.0254258527996189,control_higher
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,Bifidobacterium,Bifidobacterium adolescentis,701,694,0.5606276747503567,0.5979827089337176,0.01839,0.050535,-0.0321449999999999,-0.7213567245575883,0.2692931014783708,0.0073907518888161,0.0255703025118813,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis,Gemmiger,Gemmiger formicilis,701,694,0.6861626248216833,0.7132564841498559,0.03893,0.05934,-0.02041,-0.509791073300013,0.1928699958000202,0.0082130155070842,0.028092246223095,control_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus,Alistipes,Alistipes indistinctus,701,694,0.4222539229671897,0.3443804034582132,0.0,0.0,0.0,0.4869417772636453,0.1847774012762283,0.0084065775259762,0.0284312341047062,CRC_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,Bacteroides,Bacteroides caccae,701,694,0.6619115549215406,0.5821325648414986,0.19641,0.07755,0.11886,0.6707286365663327,0.2555718201551281,0.0086795842168403,0.0288955108517203,CRC_higher
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,Collinsella,Collinsella aerofaciens,701,694,0.8644793152639088,0.8069164265129684,0.8783,0.7478549999999999,0.130445,0.5624759392954852,0.2145035592578107,0.0087358521179619,0.0288955108517203,CRC_higher
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_jalaludinii,Mitsuokella,Mitsuokella jalaludinii,701,694,0.0613409415121255,0.063400576368876,0.0,0.0,0.0,-0.2680667759778484,0.1024417623621676,0.0088765507658291,0.0290417584838541,control_higher
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,Rothia,Rothia mucilaginosa,701,694,0.3580599144079885,0.4048991354466859,0.0,0.0,0.0,-0.4156758905957179,0.1592246534268398,0.0090376886884763,0.0292299695738151,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium_D5,Ruminococcaceae_unclassified,Ruminococcaceae bacterium D5,701,694,0.2054208273894436,0.1469740634005763,0.0,0.0,0.0,0.3628490881237715,0.1391713292859473,0.0091282961459755,0.0292299695738151,CRC_higher
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_caecimuris,Enterorhabdus,Enterorhabdus caecimuris,701,694,0.3266761768901569,0.3328530259365994,0.0,0.0,0.0,-0.260122811575511,0.099917195214222,0.0092308541689659,0.0292472326827235,control_higher
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12,Streptococcus,Streptococcus sp A12,701,694,0.1911554921540656,0.207492795389049,0.0,0.0,0.0,-0.3011288518592483,0.1181102120833276,0.0107859527022372,0.033818455868473,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Catabacteriaceae|g__Catabacter|s__Catabacter_hongkongensis,Catabacter,Catabacter hongkongensis,701,694,0.1968616262482168,0.1210374639769452,0.0,0.0,0.0,0.2829826085696876,0.1115888643046026,0.0112146107336913,0.0347999776375369,CRC_higher
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,Bifidobacterium,Bifidobacterium longum,701,694,0.7817403708987162,0.7939481268011528,0.20333,0.38721,-0.18388,-0.5718632771790351,0.2264066221156543,0.0115427295216708,0.035452669245132,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens,Agathobaculum,Agathobaculum butyriciproducens,701,694,0.8487874465049928,0.8544668587896254,0.18666,0.20454,-0.01788,-0.4122093481687596,0.1640722840520019,0.0119925219403083,0.0364621121619475,control_higher
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,Akkermansia,Akkermansia muciniphila,701,694,0.543509272467903,0.4855907780979827,0.00444,0.0,0.00444,0.6222903807663541,0.2506734099416028,0.0130473358078066,0.039272480781498,CRC_higher
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_evryensis,Cloacibacillus,Cloacibacillus evryensis,701,694,0.1098430813124108,0.0518731988472622,0.0,0.0,0.0,0.2453478181826055,0.1007262807583457,0.0148594099454079,0.0442839840947304,CRC_higher
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris,Collinsella,Collinsella stercoris,701,694,0.7218259629101283,0.6527377521613833,0.0079,0.004605,0.003295,0.3601091030731851,0.1486285921999963,0.0153980521565292,0.0454393499913266,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans,Anaerotignum,Anaerotignum lactatifermentans,701,694,0.2496433666191155,0.1729106628242075,0.0,0.0,0.0,0.4493639699501204,0.1858897594788063,0.0156331998160858,0.0456853703363286,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_182,Roseburia,Roseburia sp CAG 182,701,694,0.0584878744650499,0.0677233429394812,0.0,0.0,0.0,-0.2388334458096767,0.0993279517281709,0.0161948801624178,0.0466614732524879,control_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,Bacteroides,Bacteroides thetaiotaomicron,701,694,0.8487874465049928,0.7939481268011528,0.4365,0.25547,0.18103,0.4704438106342941,0.1958029727905197,0.016277258111333,0.0466614732524879,CRC_higher
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_F0442,Streptococcus,Streptococcus sp F0442,701,694,0.0884450784593438,0.0878962536023054,0.0,0.0,0.0,-0.1914768663374457,0.0805568731019699,0.0174580951420125,0.0493942878954796,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180,Eubacterium,Eubacterium sp CAG 180,701,694,0.4336661911554921,0.3530259365994236,0.0,0.0,0.0,0.6425211902378775,0.270558753742569,0.0175587667934097,0.0493942878954796,CRC_higher
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium,Enterococcus,Enterococcus faecium,701,694,0.0870185449358059,0.1037463976945245,0.0,0.0,0.0,-0.2889362214893591,0.1236540486316641,0.0194573950887287,0.0542284807565494,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317,Dorea,Dorea sp CAG 317,701,694,0.1412268188302425,0.170028818443804,0.0,0.0,0.0,-0.354027167703697,0.1520249566122681,0.0198726448620333,0.0548776706740554,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,Roseburia,Roseburia inulinivorans,701,694,0.7931526390870185,0.8112391930835735,0.2949,0.38983,-0.09493,-0.4933970213198978,0.2150386751553356,0.0217642548569105,0.0595549155630006,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Christensenellaceae|g__Christensenella|s__Christensenella_minuta,Christensenella,Christensenella minuta,701,694,0.18830242510699,0.1239193083573487,0.0,0.0,0.0,0.2572712948001653,0.1124646176176106,0.0221622587233947,0.0600976565382144,CRC_higher
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium|s__Fretibacterium_fastidiosum,Fretibacterium,Fretibacterium fastidiosum,701,694,0.1326676176890157,0.0605187319884726,0.0,0.0,0.0,0.1731924524406869,0.0760786398212235,0.0228165493991178,0.0612842066890756,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184,Pseudoflavonifractor,Pseudoflavonifractor sp An184,701,694,0.1497860199714693,0.0951008645533141,0.0,0.0,0.0,0.2658705071652096,0.1169526283875361,0.0230070277603506,0.0612842066890756,CRC_higher
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae,Veillonella,Veillonella rogosae,701,694,0.0699001426533523,0.0605187319884726,0.0,0.0,0.0,-0.1739269150339135,0.0777920013082714,0.025365246873425,0.0669731518324643,control_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,Parabacteroides,Parabacteroides merdae,701,694,0.7318116975748931,0.6628242074927954,0.45139,0.2506649999999999,0.200725,0.5456536512634292,0.2460190904465126,0.0265594587218533,0.069516496306764,CRC_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius,Bacteroides,Bacteroides plebeius,701,694,0.4022824536376604,0.3040345821325648,0.0,0.0,0.0,0.5926835780240066,0.2725960722953346,0.0296886870841516,0.0770370242442211,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_299,Clostridium,Clostridium sp CAG 299,701,694,0.1069900142653352,0.1138328530259366,0.0,0.0,0.0,-0.3099943722990667,0.1429404902830782,0.0301058229417316,0.0774517325253096,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_58,Clostridium,Clostridium sp CAG 58,701,694,0.4322396576319544,0.3746397694524496,0.0,0.0,0.0,0.4679572334760354,0.217241657838408,0.0312334211268084,0.0796716928743165,CRC_higher
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02,Actinomyces,Actinomyces sp HMSC035G02,701,694,0.2667617689015691,0.2017291066282421,0.0,0.0,0.0,0.2434704860447492,0.1136378353402798,0.0321522615173387,0.0813263085438568,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,Blautia,Ruminococcus gnavus,701,694,0.7346647646219686,0.6671469740634006,0.07598,0.04281,0.03317,0.505057310525726,0.2386327730628651,0.0343054930792937,0.0856313490595007,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,Roseburia,Roseburia hominis,701,694,0.6947218259629101,0.7118155619596542,0.04009,0.055285,-0.015195,-0.4414659926584166,0.2087231910814601,0.0344232333428557,0.0856313490595007,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae,Lachnoclostridium,Clostridium citroniae,701,694,0.5620542082738944,0.4769452449567723,0.00321,0.0,0.00321,0.3559699095579067,0.170948594307387,0.0373131260423236,0.0920594339240935,CRC_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,Alistipes,Alistipes finegoldii,701,694,0.6776034236804565,0.6397694524495677,0.03015,0.01691,0.0132399999999999,0.4281603068278989,0.2066537466170715,0.0382772915715491,0.0936704452279373,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24,Eubacterium,Eubacterium sp OM08 24,701,694,0.0770328102710413,0.0806916426512968,0.0,0.0,0.0,-0.2028959248749993,0.098449716721247,0.0393117054203043,0.0954259946089645,control_higher
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_170,Firmicutes_unclassified,Firmicutes bacterium CAG 170,701,694,0.1440798858773181,0.1642651296829971,0.0,0.0,0.0,-0.294843289787361,0.1452464070030797,0.0423613798442026,0.1020062026648398,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Harryflintia|s__Harryflintia_acetispora,Harryflintia,Harryflintia acetispora,701,694,0.1897289586305278,0.1253602305475504,0.0,0.0,0.0,0.2191155454023142,0.1089013369839677,0.0442140758588772,0.1056225145517623,CRC_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,Odoribacter,Odoribacter splanchnicus,701,694,0.7417974322396577,0.7132564841498559,0.23921,0.13071,0.1085,0.4079648871108123,0.2045437494659417,0.0460961703089512,0.1092515532519238,CRC_higher
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes,Oxalobacter,Oxalobacter formigenes,701,694,0.0699001426533523,0.0590778097982708,0.0,0.0,0.0,-0.1891904774556505,0.095193550903004,0.0468748140964304,0.1102290550236372,control_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii,Parabacteroides,Parabacteroides gordonii,701,694,0.0656205420827389,0.0489913544668587,0.0,0.0,0.0,-0.1588156373228677,0.0805389070618875,0.048619653149145,0.113445857348005,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_471,Roseburia,Roseburia sp CAG 471,701,694,0.3523537803138373,0.3645533141210375,0.0,0.0,0.0,-0.3123970194458224,0.1587985053237622,0.0491539174569836,0.1134547520482019,control_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_synergistica,Butyricimonas,Butyricimonas synergistica,701,694,0.3894436519258202,0.3198847262247838,0.0,0.0,0.0,0.3348272310341271,0.1704472353788869,0.0494832592985343,0.1134547520482019,CRC_higher
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii,Megasphaera,Megasphaera elsdenii,701,694,0.1326676176890157,0.1412103746397694,0.0,0.0,0.0,-0.3224961737616651,0.1645747416826984,0.0500457528196054,0.1134547520482019,control_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei,Bacteroides,Bacteroides dorei,701,694,0.6248216833095578,0.6527377521613833,0.03483,0.0839,-0.04907,-0.5254098786917073,0.2682245916030109,0.0501311695096706,0.1134547520482019,control_higher
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida,Mitsuokella,Mitsuokella multacida,701,694,0.0870185449358059,0.0965417867435158,0.0,0.0,0.0,-0.273727329776451,0.1404575462430536,0.0513161976685525,0.1152699664047336,control_higher
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum,Fusobacterium,Fusobacterium mortiferum,701,694,0.1597717546362339,0.0922190201729106,0.0,0.0,0.0,0.3293967323363796,0.1712809468397534,0.0544628422412805,0.1214319667750032,CRC_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,Parabacteroides,Parabacteroides goldsteinii,701,694,0.3309557774607703,0.260806916426513,0.0,0.0,0.0,0.3512320880527906,0.1854989683080949,0.0582987201740516,0.1287369874969643,CRC_higher
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme,Erysipelatoclostridium,Clostridium spiroforme,701,694,0.2724679029957204,0.2910662824207493,0.0,0.0,0.0,-0.3147559528670122,0.1664298417509317,0.0585945757045983,0.1287369874969643,control_higher
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,Bacteroides,Bacteroides cellulosilyticus,701,694,0.5007132667617689,0.4481268011527377,0.00018,0.0,0.00018,0.4258555249982125,0.2291461046820013,0.0631057896936598,0.1376437876651565,CRC_higher
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa,Dielma,Dielma fastidiosa,701,694,0.209700427960057,0.1469740634005763,0.0,0.0,0.0,0.2312007633507908,0.1250148064485479,0.0644019448930284,0.1392974628973854,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum,Ruminococcaceae_unclassified,Clostridium leptum,701,694,0.6490727532097005,0.6181556195965417,0.00722,0.00492,0.0023,0.3257015667535469,0.1765711362596042,0.065097025908142,0.1392974628973854,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens,Lachnoclostridium,Clostridium scindens,701,694,0.1783166904422254,0.1023054755043227,0.0,0.0,0.0,0.2106691926592523,0.114639638404005,0.0661118594747076,0.1392974628973854,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale,Lachnospiraceae_unclassified,Eubacterium rectale,701,694,0.7574893009985735,0.7636887608069164,0.4595,0.706915,-0.2474149999999999,-0.4528816381769515,0.2465019592533883,0.0661754436796349,0.1392974628973854,control_higher
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__[Collinsella]_massiliensis,Enorma,[Collinsella] massiliensis,701,694,0.4878744650499286,0.4380403458213256,0.0,0.0,0.0,0.2060208059756847,0.1121374361410536,0.0661778644329771,0.1392974628973854,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense,Lachnoclostridium,Clostridium lavalense,701,694,0.3238231098430813,0.2420749279538905,0.0,0.0,0.0,0.2710400293503734,0.1481483637475664,0.0673221148102729,0.1407219205409177,CRC_higher
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola,Klebsiella,Klebsiella variicola,701,694,0.2054208273894436,0.207492795389049,0.0,0.0,0.0,-0.3151859836924671,0.1751774557428303,0.0719809969628918,0.1494226212815891,control_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_coccoides,Blautia,Blautia coccoides,701,694,0.108416547788873,0.1138328530259366,0.0,0.0,0.0,-0.1945972205662715,0.1084572233368374,0.0727764410200761,0.1500391010071433,control_higher
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri,Lactobacillus,Lactobacillus gasseri,701,694,0.0542082738944365,0.0504322766570605,0.0,0.0,0.0,-0.1424545024295677,0.0822979740015193,0.0834588960366277,0.1708920252178568,control_higher
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis,Holdemanella,Holdemanella biformis,701,694,0.3081312410841654,0.2449567723342939,0.0,0.0,0.0,0.3633847110279626,0.2108279821992531,0.0847787067941627,0.1724215590881282,CRC_higher
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus,Butyrivibrio,Butyrivibrio crossotus,701,694,0.0898716119828816,0.0864553314121037,0.0,0.0,0.0,-0.2439899149476427,0.1452233894472263,0.0929377291815716,0.1877466878097521,control_higher
